name,recipe_code,description,cuisine_type,category,servings,ingredients,sub_recipes,instructions,prep_time_minutes,cook_time_minutes,allergens,site_scope,site_ids,site_names,image_url,is_active
Boiled Eggs KBR-384 ONEGO V3,RCP-011-BOILEDEGGS-KBR384ONEGOV3,📋 RECIPE CARD: HARD-BOILED EGGS (100 PORTIONS),,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 1, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA REHAN SALT IODIZED 24/700G"", ""quantity"": 0.6, ""unit"": ""g"", ""item_code"": ""166780"", ""ingredient_id"": """"}, {""ingredient_name"": ""(TAFGA) NOVA WATER 24/0.55-0.6LTR"", ""quantity"": 0.4, ""unit"": ""l"", ""item_code"": ""224894"", ""ingredient_id"": """"}]",[],"Setup: Divide the 100 eggs equally into two 20-liter stockpots. Cover with cold tap water until it sits 2 inches above the eggs. Add 2 tablespoons of salt and ¼ cup of vinegar to each pot. | Boil: Bring both pots to a rapid boil over high heat. The moment the water hits a hard boil, turn off the heat completely, cover with lids, and let sit undisturbed for 12 minutes. | Shock: Transfer the hot eggs immediately into bins filled with crushed ice and cold water. Leave submerged for 15 minutes. | Peel: Tap the cooled eggs to crackle the shells, then peel under cold running water starting from the wide bottom end. Store in shallow pans in the refrigerator at 4°C (40°F) or lower. | 🧪 NUTRITIONAL PROFILE (100 PORTIONS COMBINED) | Calories: 7,200 kcal | Protein: 630 g | Total Fat: 480 g | Total Carbohydrates: 40 g | Sodium: 6,200 mg",,,"[""egg""]",specific,"[""KBR-384""]","[""KBR""]",,true
Cheese Omelette.with onion tomato KBR-384 ONEGO V3,RCP-012-CHEESEOMEL-KBR384ONEGOV3,Cheese Omelette (120 g per serving),,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""DRY ONION (LOCAL)"", ""quantity"": 20, ""unit"": ""g"", ""item_code"": ""PR000020"", ""ingredient_id"": """"}, {""ingredient_name"": ""TOMATO (ADY)"", ""quantity"": 20, ""unit"": ""g"", ""item_code"": ""PR000005"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR"", ""quantity"": 5, ""unit"": ""g"", ""item_code"": ""221871"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA SLICED CHEESE 9/800G"", ""quantity"": 1, ""unit"": ""pieces"", ""item_code"": ""171301"", ""ingredient_id"": """"}, {""ingredient_name"": ""CORIANDER LEAVES (BDL)"", ""quantity"": 2, ""unit"": ""g"", ""item_code"": ""PR000062"", ""ingredient_id"": """"}]",[],"Prepare ingredients:Chop onion, tomato, and herbs. Keep the cheese slice ready. | Beat the eggs:Crack eggs into a bowl, add salt and pepper, and whisk until smooth. | Cook vegetables:Heat butter/oil in a non-stick pan over medium heat. Sauté onions for 1–2 minutes until translucent, then add tomatoes and cook for another 1 minute. | Add eggs:Pour the beaten eggs over the vegetables. Cook gently, lifting edges with a spatula to allow uncooked eggs to flow underneath. | Add cheese:When eggs are mostly set but slightly runny on top, place the cheese slice in the center. Fold the omelette over the cheese and cook for another 1–2 minutes until the cheese melts. | Serve:Slide onto a plate and garnish with herbs if desired. | Nutritional Information (Approximate per 120 g serving) | Nutrient | Amount | Calories | 230 kcal | Protein | 14 g | Fat | 18 g | Carbohydrates | 3 g | Fiber | 0.5 g | Sugar | 1 g | Sodium | 380 mg | Allergen Information | Eggs – present | Dairy – cheese slice and butter contain milk | May contain traces of gluten if using processed cheese with additives",,,"[""egg"", ""milk""]",specific,"[""KBR-384""]","[""KBR""]",,true
Egg Shakshuka KBR-384 ONEGO V3,RCP-013-EGGSHAKSHU-KBR384ONEGOV3,Egg Shakshuka (100 g per serving),,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 1, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""TOMATO (ADY)"", ""quantity"": 75, ""unit"": ""g"", ""item_code"": ""PR000005"", ""ingredient_id"": """"}, {""ingredient_name"": ""DRY ONION (LOCAL)"", ""quantity"": 25, ""unit"": ""g"", ""item_code"": ""PR000020"", ""ingredient_id"": """"}, {""ingredient_name"": ""GREEN PEPPER (LBN)"", ""quantity"": 25, ""unit"": ""g"", ""item_code"": ""PR000009"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA OLIVE OIL 12/500ML"", ""quantity"": 7.5, ""unit"": ""ml"", ""item_code"": ""185208"", ""ingredient_id"": """"}, {""ingredient_name"": ""GARLIC  (CHINA)"", ""quantity"": 2.5, ""unit"": ""g"", ""item_code"": ""PR000018"", ""ingredient_id"": """"}, {""ingredient_name"": ""Fresh parsley"", ""quantity"": 7.5, ""unit"": ""ml"", ""item_code"": ""RCPMIS-V5-006-FRESHPAR"", ""ingredient_id"": """"}]",[],"Heat olive oil in a non-stick pan over medium heat. | Add onions and red bell pepper; sauté until softened (≈5 min). | Add garlic, paprika, cumin, and chili flakes; cook 1 min until fragrant. | Stir in chopped tomatoes, season with salt and pepper, and simmer for 5–7 min until sauce thickens. | Make small wells in the sauce and crack eggs into them. | Cover pan and cook for 5–6 min until eggs are set but yolks remain slightly runny (adjust time for firmer yolks). | Garnish with fresh parsley and serve hot. | Nutrition (per 100 g serving) | Calories: ~120 kcal | Protein: 6 g | Fat: 8 g | Carbohydrates: 5 g | Fiber: 1 g | Allergens | Eggs – present | May contain traces of garlic/onion (for highly sensitive individuals)",,,"[""egg""]",specific,"[""KBR-384""]","[""KBR""]",,true
Egg with Potato KBR-384 ONEGO V3,RCP-014-EGGWITHPOT-KBR384ONEGOV3,Egg with Potato Recipe (1 Serving),,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""POTATO (LOCAL)"", ""quantity"": 100, ""unit"": ""g"", ""item_code"": ""PR000022"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA OLIVE OIL 12/500ML"", ""quantity"": 5, ""unit"": ""ml"", ""item_code"": ""185208"", ""ingredient_id"": """"}]",[],"Peel and dice the potato into small cubes. | Heat the olive oil in a non-stick pan over medium heat. | Add the potato cubes and sauté for 8–10 minutes until golden and cooked through. | In a bowl, beat the eggs with salt and pepper. | Pour the eggs over the cooked potatoes and stir gently until the eggs are cooked to your liking. | Garnish with optional herbs or onions. Serve hot. | Nutrition Information (Estimated per Serving) | Calories: 220–250 kcal | Protein: 12 g | Fat: 12 g | Carbohydrates: 20 g | Fiber: 2 g | Allergens: | Eggs | May contain traces of dairy if butter is used instead of oil",,,"[""egg""]",specific,"[""KBR-384""]","[""KBR""]",,true
Fried Eggs.2 pcs KBR-384 ONEGO V3,RCP-015-FRIEDEGGS2-KBR384ONEGOV3,Fried Eggs (2 Pieces) – Simple Recipe,,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""AL MARAI BUTTER UNSALT 4/100/10G"", ""quantity"": 5, ""unit"": ""g"", ""item_code"": ""DR000039"", ""ingredient_id"": """"}]",[],Heat a non-stick pan over medium heat. | Add oil or butter and let it melt. | Crack the eggs gently into the pan. | Cook for 2–3 minutes (sunny-side up) or flip and cook another 1 minute (over-easy). | Sprinkle salt and pepper. | Serve hot. | 🔥 Nutrition (Approx. for 2 fried eggs) | Calories: ~180–200 kcal | Protein: ~12 g | Fat: ~14–16 g | Carbohydrates: ~1 g | Cholesterol: ~370 mg | (Calories may increase if more oil/butter is used.) | ⚠️ Allergens | Eggs (major allergen) | Dairy (only if butter is used) | 💡 Tips | Use less oil or a spray to reduce calories. | Cook longer for fully set yolks if preferred. | Pair with whole-grain toast or vegetables for a balanced meal.,,,"[""egg"", ""milk""]",specific,"[""KBR-384""]","[""KBR""]",,true
Omlette with onion and tomato KBR-384 ONEGO V3,RCP-016-OMLETTEWIT-KBR384ONEGOV3,120-gram serving of Egg Omelette with Onion and Tomato,,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""DRY ONION (LOCAL)"", ""quantity"": 30, ""unit"": ""g"", ""item_code"": ""PR000020"", ""ingredient_id"": """"}, {""ingredient_name"": ""TOMATO (ADY)"", ""quantity"": 30, ""unit"": ""g"", ""item_code"": ""PR000005"", ""ingredient_id"": """"}]",[],"Prep the ingredients: Chop onion, tomato, and herbs (if using). | Beat the eggs: In a bowl, whisk eggs with salt and pepper until smooth. | Cook onion & tomato: Heat oil or butter in a non-stick pan over medium heat. Sauté onions for 1–2 minutes until soft, then add tomatoes and cook 1–2 minutes. | Add eggs: Pour beaten eggs over the cooked vegetables. Tilt the pan to spread evenly. | Cook omelette: Cook for 2–3 minutes until edges set. Flip carefully or fold, and cook another 1–2 minutes until eggs are fully cooked but soft. | Serve: Garnish with herbs if desired. | Nutrition (approximate per 120 g serving) | Nutrient | Amount | Calories | 180 kcal | Protein | 12 g | Fat | 13 g | Carbohydrates | 5 g | Fiber | 1 g | Sugars | 2 g | Allergen Information | Eggs: major allergen | Dairy (if butter used): minor allergen | Onion & Tomato: generally safe, may trigger sensitivities in some individuals",,,"[""egg""]",specific,"[""KBR-384""]","[""KBR""]",,true
Pan omelette KBR-384 ONEGO V3,RCP-017-PANOMELETT-KBR384ONEGOV3,"To prepare a plain omelet scaled for 100 portions, you will need a total of 200 to 300 large eggs, assuming standard commercial scaling of 2 to 3 eggs per serving.",,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""(TAFGA) NOVA WATER 24/0.55-0.6LTR"", ""quantity"": 7.2, ""unit"": ""ml"", ""item_code"": ""224894"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA REHAN SALT IODIZED 24/700G"", ""quantity"": 0.6, ""unit"": ""g"", ""item_code"": ""166780"", ""ingredient_id"": """"}, {""ingredient_name"": ""A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z"", ""quantity"": 0.3, ""unit"": ""ml"", ""item_code"": ""185836"", ""ingredient_id"": """"}, {""ingredient_name"": ""AL MARAI BUTTER UNSALT 4/100/10G"", ""quantity"": 4.5, ""unit"": ""g"", ""item_code"": ""DR000039"", ""ingredient_id"": """"}]",[],"1. The Bulk Whisk & Strain | Crack all 200 eggs into a large, sanitized food-safe bucket or container. | Add the milk or water, salt, and pepper. | Use a heavy-duty immersion blender on low speed (or a large wire whisk) to mix until the whites and yolks are fully integrated and completely uniform. | Chef's Note: Pour the mixture through a fine-mesh chinois or strainer. This removes the chalazae (white egg strands) and guarantees a perfectly smooth texture that will not clog a commercial portion ladle. | 2. Made-to-Order Line Execution | Heat an 8-inch non-stick omelet pan over medium-low heat. | Add 1 teaspoon of butter and swirl to coat the bottom. | Using a 3.5 to 4-ounce ladle, pour exactly 1 ladle full of the strained egg mix (~100 ml) into the center of the hot pan. | Immediately agitate the pan while stirring continuously with a heat-resistant rubber spatula for 10 seconds to form soft curds. | Stop stirring, smooth the egg into an even layer, and let it set for 30 seconds until the bottom holds but the top remains slightly wet. | Fold the egg circle in half (or roll it into a cylinder), slide it onto a heated serving platter, and brush lightly with melted butter for a glossy finish. | 🧪 NUTRITIONAL PROFILE (PER 1 PORTION / 2 EGGS) | Calories: 185 kcal | Protein: 12.6 g | Total Fat: 13.8 g | Saturated Fat: 5.8 g | Total Carbohydrates: 0.8 g | Sodium: 340 mg",15,,"[""egg"", ""milk""]",specific,"[""KBR-384""]","[""KBR""]",,true
Plan cheese omlette KBR-384 ONEGO V3,RCP-018-PLANCHEESE-KBR384ONEGOV3,Cheese Omelette Recipe (Single Serving – 120g),,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""AL MARAI BUTTER UNSALT 4/100/10G"", ""quantity"": 5, ""unit"": ""g"", ""item_code"": ""DR000039"", ""ingredient_id"": """"}, {""ingredient_name"": ""AL MARAI UHT MILF FF 12/1LTR"", ""quantity"": 10, ""unit"": ""ml"", ""item_code"": ""DR000005"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA REHAN SALT IODIZED 24/700G"", ""quantity"": 1.25, ""unit"": ""g"", ""item_code"": ""166780"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA SLICED CHEESE 9/800G"", ""quantity"": 1, ""unit"": ""pieces"", ""item_code"": ""171301"", ""ingredient_id"": """"}]",[],"Prepare the eggs: Crack the eggs into a bowl, add milk (optional), salt, and pepper. Beat until well combined. | Heat the pan: Place a non-stick pan on medium heat and add butter. Let it melt and coat the pan. | Cook the omelette base: Pour the beaten eggs into the pan and let it cook for 1–2 minutes until the edges start to set. | Add the cheese: Place one cheese slice in the center of the omelette. | Fold the omelette: Carefully fold the omelette over the cheese and cook for another 1–2 minutes until the cheese melts and eggs are fully cooked. | Serve hot: Transfer to a plate and enjoy. | Nutrition (Approximate per 120g serving): | Calories: 230 kcal | Protein: 14g | Fat: 18g | Carbohydrates: 1g | Fiber: 0g | Allergens: | Eggs | Milk (from cheese and optional milk) | Dairy",,,"[""egg"", ""milk""]",specific,"[""KBR-384""]","[""KBR""]",,true
Scrambled Eggs KBR-384 ONEGO V3,RCP-019-SCRAMBLEDE-KBR384ONEGOV3,Scrambled Eggs (100g per serving),,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""AL MARAI UHT MILF FF 12/1LTR"", ""quantity"": 15, ""unit"": ""ml"", ""item_code"": ""DR000005"", ""ingredient_id"": """"}, {""ingredient_name"": ""AL MARAI BUTTER UNSALT 4/100/10G"", ""quantity"": 5, ""unit"": ""g"", ""item_code"": ""DR000039"", ""ingredient_id"": """"}]",[],"Crack the eggs into a bowl. | Add milk (optional), salt, and pepper. Whisk until smooth. | Heat a non-stick pan over medium heat and add butter or oil. | Pour in the egg mixture. | Let it sit for a few seconds, then gently stir with a spatula, folding the eggs over until soft and creamy. | Remove from heat just before fully set to avoid overcooking. | Serve hot. | Nutrition (approx. per 100 g serving) | Calories: 148 kcal | Protein: 10 g | Fat: 11 g | Carbohydrates: 1 g | Fiber: 0 g | Allergens | Eggs | Dairy (if milk or butter is used)",,,"[""egg"", ""milk""]",specific,"[""KBR-384""]","[""KBR""]",,true
Vegetable Omelette KBR-384 ONEGO V3,RCP-020-VEGETABLEO-KBR384ONEGOV3,"Vegetable Omelette (1 serving, ~150 grams)",,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""DRY ONION (LOCAL)"", ""quantity"": 60, ""unit"": ""g"", ""item_code"": ""PR000020"", ""ingredient_id"": """"}, {""ingredient_name"": ""TOMATO (ADY)"", ""quantity"": 60, ""unit"": ""g"", ""item_code"": ""PR000005"", ""ingredient_id"": """"}, {""ingredient_name"": ""GREEN PEPPER (LBN)"", ""quantity"": 60, ""unit"": ""g"", ""item_code"": ""PR000009"", ""ingredient_id"": """"}, {""ingredient_name"": ""TFG BOREAL/TOMEX BELGIUM SPINACH 4/2.5KG"", ""quantity"": 60, ""unit"": ""g"", ""item_code"": ""139837"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA OLIVE OIL 12/500ML"", ""quantity"": 5, ""unit"": ""ml"", ""item_code"": ""185208"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA SLICED CHEESE 9/800G"", ""quantity"": 15, ""unit"": ""g"", ""item_code"": ""171301"", ""ingredient_id"": """"}]",[],"Prep the vegetables: Chop onion, tomato, bell pepper, and spinach. | Beat the eggs: In a bowl, whisk the eggs with a pinch of salt and pepper. | Cook the veggies: Heat olive oil or butter in a non-stick pan over medium heat. Sauté onions and bell peppers for 2–3 minutes, then add tomatoes and spinach for another 1–2 minutes. | Add eggs: Pour the beaten eggs over the vegetables, tilt the pan to spread evenly. | Cook the omelette: Cook for 2–3 minutes until the edges set, then fold the omelette. Optionally, sprinkle cheese on top before folding. | Serve: Slide onto a plate and enjoy hot. | Nutrition (Approximate) | Calories: 180–200 kcal (without cheese), ~220 kcal with 1 tbsp cheese | Protein: 12 g | Fat: 13 g | Carbohydrates: 6 g | Fiber: 1.5 g | Allergens | Eggs – main ingredient | Dairy – if cheese or butter is used | Optional cross-contact – if cooked in shared kitchen equipment",,,"[""egg"", ""milk""]",specific,"[""KBR-384""]","[""KBR""]",,true
Egg Curry KBR-384 ONEGO V3,RCP-021-EGGCURRY-KBR384ONEGOV3,Hearty Egg Curry (100 Servings),,Breakfast Items,1,"[{""ingredient_name"": ""SAEDCO FRESH EGGS MEDIUM 12/30 CT"", ""quantity"": 2, ""unit"": ""pieces"", ""item_code"": ""142110"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR"", ""quantity"": 9.5, ""unit"": ""ml"", ""item_code"": ""221871"", ""ingredient_id"": """"}, {""ingredient_name"": ""DRY ONION (LOCAL)"", ""quantity"": 68, ""unit"": ""g"", ""item_code"": ""PR000020"", ""ingredient_id"": """"}, {""ingredient_name"": ""GINGER (CHINA)"", ""quantity"": 3.5, ""unit"": ""g"", ""item_code"": ""PR000019"", ""ingredient_id"": """"}, {""ingredient_name"": ""GARLIC  (CHINA)"", ""quantity"": 3.5, ""unit"": ""g"", ""item_code"": ""PR000018"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA LUNA TOMATO PASTE 24/400G"", ""quantity"": 5, ""unit"": ""g"", ""item_code"": ""103023"", ""ingredient_id"": """"}, {""ingredient_name"": ""A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10"", ""quantity"": 60, ""unit"": ""g"", ""item_code"": ""381887"", ""ingredient_id"": """"}, {""ingredient_name"": ""(TAFGA) NOVA WATER 24/0.55-0.6LTR"", ""quantity"": 0.15, ""unit"": ""l"", ""item_code"": ""224894"", ""ingredient_id"": """"}, {""ingredient_name"": ""TAFGA REHAN SALT IODIZED 24/700G"", ""quantity"": 3.5, ""unit"": ""g"", ""item_code"": ""166780"", ""ingredient_id"": """"}, {""ingredient_name"": ""SHAN TURMERIC POWDER  10/1KG"", ""quantity"": 2.5, ""unit"": ""g"", ""item_code"": ""GR000043"", ""ingredient_id"": """"}, {""ingredient_name"": ""SHAN RED CHILLI POWDER 10/1KG"", ""quantity"": 3, ""unit"": ""g"", ""item_code"": ""GR000042"", ""ingredient_id"": """"}, {""ingredient_name"": ""SHAN CORIANDER POWDER  10/1KG"", ""quantity"": 3.5, ""unit"": ""g"", ""item_code"": ""GR000553"", ""ingredient_id"": """"}, {""ingredient_name"": ""SHAN CUMIN POWDER 10/1KG"", ""quantity"": 2.5, ""unit"": ""g"", ""item_code"": ""GR000583"", ""ingredient_id"": """"}, {""ingredient_name"": ""SHAN KORMA MASALA 10/1KG"", ""quantity"": 3, ""unit"": ""g"", ""item_code"": ""GR001943"", ""ingredient_id"": """"}, {""ingredient_name"": ""A-MEHRAN KAUSRI METHILEAVES 12/50G"", ""quantity"": 0.3, ""unit"": ""g"", ""item_code"": ""276502"", ""ingredient_id"": """"}, {""ingredient_name"": ""CORIANDER LEAVES (BDL)"", ""quantity"": 3.2, ""unit"": ""g"", ""item_code"": ""PR000062"", ""ingredient_id"": """"}]",[],,45,45,"[""egg"", ""milk""]",specific,"[""KBR-384""]","[""KBR""]",,true
